"","date","rec_group_adjusted_new","individuals_at_receiver","total_individuals","proportion","avg_depth"
"1261",2023-01-12,"North shore",2,6,33.3333333333333,4.97933545186045
"1262",2023-01-12,"West End",4,6,66.6666666666667,4.92608944405336
"1263",2023-01-13,"North shore",2,6,33.3333333333333,4.98836665659922
"1264",2023-01-13,"West End",4,6,66.6666666666667,4.65505559575548
"1265",2023-01-14,"North shore",2,6,33.3333333333333,5.16707769355964
"1266",2023-01-14,"West End",4,6,66.6666666666667,4.51444095741683
"1267",2023-01-15,"North shore",2,6,33.3333333333333,5.18792673368634
"1268",2023-01-15,"West End",4,6,66.6666666666667,4.45825661950149
"1269",2023-01-16,"North shore",2,6,33.3333333333333,5.07478343294854
"1270",2023-01-16,"West End",4,6,66.6666666666667,4.4267205990312
"1271",2023-01-17,"North shore",2,6,33.3333333333333,4.95929244350283
"1272",2023-01-17,"West End",4,6,66.6666666666667,4.3008789845657
"1273",2023-01-18,"North shore",2,6,33.3333333333333,5.06324587561801
"1274",2023-01-18,"West End",4,6,66.6666666666667,4.48665702738257
"1275",2023-01-19,"North shore",2,6,33.3333333333333,5.07277159662271
"1276",2023-01-19,"West End",4,6,66.6666666666667,4.5848770620521
"1277",2023-01-20,"North shore",2,6,33.3333333333333,4.92470918635171
"1278",2023-01-20,"West End",4,6,66.6666666666667,4.78371006113072
"1279",2023-01-21,"North shore",2,6,33.3333333333333,5.44666478622049
"1280",2023-01-21,"West End",4,6,66.6666666666667,4.67081902704256
"1281",2023-01-22,"North shore",2,6,33.3333333333333,6.30151954022988
"1282",2023-01-22,"West End",4,6,66.6666666666667,4.45915270060678
"1283",2023-01-23,"North shore",2,6,33.3333333333333,5.85162157894737
"1284",2023-01-23,"West End",4,6,66.6666666666667,4.6835210312859
"1285",2023-01-24,"North shore",2,6,33.3333333333333,6.53886313819834
"1286",2023-01-24,"West End",4,6,66.6666666666667,4.56837063572563
"1287",2023-01-25,"North shore",2,6,33.3333333333333,6.29018043601688
"1288",2023-01-25,"West End",4,6,66.6666666666667,4.4443689066688
"1289",2023-01-26,"East End",1,6,16.6666666666667,6.10952753623188
"1290",2023-01-26,"North shore",1,6,16.6666666666667,4.61678614564831
"1291",2023-01-26,"West End",4,6,66.6666666666667,4.83706943881927
"1292",2023-01-27,"East End",1,6,16.6666666666667,5.99881935483871
"1293",2023-01-27,"North shore",1,6,16.6666666666667,4.64371333333333
"1294",2023-01-27,"West End",4,6,66.6666666666667,4.70098687238199
"1295",2023-01-28,"East End",1,6,16.6666666666667,5.84638390804598
"1296",2023-01-28,"North shore",1,6,16.6666666666667,4.38448465116279
"1297",2023-01-28,"West End",4,6,66.6666666666667,5.13158024498745
"1298",2023-01-29,"East End",1,6,16.6666666666667,5.81356723163842
"1299",2023-01-29,"North shore",1,6,16.6666666666667,4.38370162748644
"1300",2023-01-29,"West End",4,6,66.6666666666667,5.10421022320817
"1301",2023-01-30,"East End",1,6,16.6666666666667,5.82640740740741
"1302",2023-01-30,"North shore",1,6,16.6666666666667,4.39600909090909
"1303",2023-01-30,"West End",4,6,66.6666666666667,4.71307685119142
"1304",2023-01-31,"East End",1,6,16.6666666666667,5.64455949367089
"1305",2023-01-31,"North shore",1,6,16.6666666666667,4.16574690265487
"1306",2023-01-31,"West End",4,6,66.6666666666667,4.27242713467905
"1307",2023-02-01,"East End",1,6,16.6666666666667,5.59682857142857
"1308",2023-02-01,"North shore",1,6,16.6666666666667,4.14702617586912
"1309",2023-02-01,"West End",4,6,66.6666666666667,4.19408398628318
"1310",2023-02-02,"East End",1,6,16.6666666666667,5.5609904
"1311",2023-02-02,"North shore",1,6,16.6666666666667,3.962618230563
"1312",2023-02-02,"West End",4,6,66.6666666666667,4.03905317744697
"1313",2023-02-03,"East End",1,6,16.6666666666667,5.51622573099415
"1314",2023-02-03,"North shore",1,6,16.6666666666667,3.76052134292566
"1315",2023-02-03,"West End",4,6,66.6666666666667,4.04393401952635
"1316",2023-02-04,"East End",1,6,16.6666666666667,5.8043
"1317",2023-02-04,"North shore",1,6,16.6666666666667,3.7566096969697
"1318",2023-02-04,"West End",4,6,66.6666666666667,3.94764790149045
"1319",2023-02-05,"North shore",2,6,33.3333333333333,4.2105497005988
"1320",2023-02-05,"West End",4,6,66.6666666666667,3.77527825044731
"1321",2023-02-06,"East End",1,6,16.6666666666667,5.44591700680272
"1322",2023-02-06,"North shore",1,6,16.6666666666667,3.63638015267176
"1323",2023-02-06,"West End",4,6,66.6666666666667,3.85915019715404
"1324",2023-02-07,"East End",1,6,16.6666666666667,5.92230810810811
"1325",2023-02-07,"North shore",1,6,16.6666666666667,3.53160689655172
"1326",2023-02-07,"West End",4,6,66.6666666666667,3.72706819393467
"1327",2023-02-08,"East End",1,6,16.6666666666667,5.5176
"1328",2023-02-08,"North shore",1,6,16.6666666666667,3.51588888888889
"1329",2023-02-08,"West End",4,6,66.6666666666667,3.71423824898781
"1330",2023-02-09,"East End",1,6,16.6666666666667,5.4213619047619
"1331",2023-02-09,"North shore",1,6,16.6666666666667,3.46941621621622
"1332",2023-02-09,"West End",4,6,66.6666666666667,3.60353801316721
"1333",2023-02-10,"East End",1,6,16.6666666666667,5.4001
"1334",2023-02-10,"North shore",1,6,16.6666666666667,3.40924646464646
"1335",2023-02-10,"West End",4,6,66.6666666666667,3.46504590121892
"1336",2023-02-11,"East End",1,6,16.6666666666667,5.366025
"1337",2023-02-11,"North shore",1,6,16.6666666666667,3.43428638497653
"1338",2023-02-11,"West End",4,6,66.6666666666667,3.70720023192073
"1339",2023-02-12,"East End",1,6,16.6666666666667,5.453304
"1340",2023-02-12,"North shore",1,6,16.6666666666667,3.32736217303823
"1341",2023-02-12,"West End",4,6,66.6666666666667,3.3050607166978
"1342",2023-02-13,"East End",1,6,16.6666666666667,5.27618588235294
"1343",2023-02-13,"North shore",1,6,16.6666666666667,2.68630887573965
"1344",2023-02-13,"West End",4,6,66.6666666666667,3.05046300859831
"1345",2023-02-14,"East End",1,6,16.6666666666667,5.30733684210526
"1346",2023-02-14,"North shore",1,6,16.6666666666667,2.94838690744921
"1347",2023-02-14,"West End",4,6,66.6666666666667,2.88595786225214
"1348",2023-02-15,"North shore",2,6,33.3333333333333,4.27039565433029
"1349",2023-02-15,"West End",4,6,66.6666666666667,2.54796825532097
"1350",2023-02-16,"East End",1,6,16.6666666666667,5.50504059900166
"1351",2023-02-16,"North shore",1,6,16.6666666666667,3.10847591836735
"1352",2023-02-16,"West End",4,6,66.6666666666667,1.88697123657357
"1353",2023-02-17,"East End",1,6,16.6666666666667,5.63073333333333
"1354",2023-02-17,"North shore",1,6,16.6666666666667,2.87170434782609
"1355",2023-02-17,"West End",4,6,66.6666666666667,1.27482462057654
"1356",2023-02-18,"East End",1,6,16.6666666666667,5.85506717557252
"1357",2023-02-18,"North shore",1,6,16.6666666666667,2.93999376498801
"1358",2023-02-18,"West End",4,6,66.6666666666667,1.39590448019715
"1359",2023-02-19,"East End",1,6,16.6666666666667,5.90820389863548
"1360",2023-02-19,"North shore",1,6,16.6666666666667,3.14494636015326
"1361",2023-02-19,"West End",4,6,66.6666666666667,1.41777291078879
"1362",2023-02-20,"East End",1,6,16.6666666666667,5.65083853211009
"1363",2023-02-20,"North shore",1,6,16.6666666666667,3.16117331136738
"1364",2023-02-20,"West End",4,6,66.6666666666667,1.12745983728395
"1365",2023-02-21,"East End",1,6,16.6666666666667,5.54871925465839
"1366",2023-02-21,"North shore",1,6,16.6666666666667,3.1450326848249
"1367",2023-02-21,"West End",4,6,66.6666666666667,1.13044235780656
"1368",2023-02-22,"East End",1,6,16.6666666666667,5.46612380952381
"1369",2023-02-22,"North shore",1,6,16.6666666666667,3.17413220338983
"1370",2023-02-22,"West End",4,6,66.6666666666667,1.24011650353742
"1371",2023-02-23,"East End",1,6,16.6666666666667,5.19543636363636
"1372",2023-02-23,"North shore",1,6,16.6666666666667,3.01970850439883
"1373",2023-02-23,"West End",4,6,66.6666666666667,1.36647742109616
"1374",2023-02-24,"East End",1,6,16.6666666666667,5.42494285714286
"1375",2023-02-24,"North shore",1,6,16.6666666666667,3.09613537117904
"1376",2023-02-24,"West End",4,6,66.6666666666667,1.45632137119908
"1377",2023-02-25,"East End",1,6,16.6666666666667,5.53011804878049
"1378",2023-02-25,"North shore",1,6,16.6666666666667,3.33306575342466
"1379",2023-02-25,"West End",4,6,66.6666666666667,1.36380139281796
"1380",2023-02-26,"East End",1,6,16.6666666666667,5.53061129943503
"1381",2023-02-26,"North shore",1,6,16.6666666666667,3.07518475750577
"1382",2023-02-26,"West End",4,6,66.6666666666667,1.11817068410672
"1383",2023-02-27,"East End",1,6,16.6666666666667,5.59063076923077
"1384",2023-02-27,"North shore",1,6,16.6666666666667,3.19286008230453
"1385",2023-02-27,"West End",4,6,66.6666666666667,1.19358176151555
"1386",2023-02-28,"East End",1,6,16.6666666666667,5.28639896373057
"1387",2023-02-28,"North shore",1,6,16.6666666666667,2.92572457142857
"1388",2023-02-28,"West End",4,6,66.6666666666667,1.02773497962917
"1389",2023-03-01,"East End",1,6,16.6666666666667,5.23495616438356
"1390",2023-03-01,"North shore",1,6,16.6666666666667,3.06903428571429
"1391",2023-03-01,"West End",4,6,66.6666666666667,1.13419123588478
"1392",2023-03-02,"East End",1,6,16.6666666666667,5.61805542168675
"1393",2023-03-02,"North shore",1,6,16.6666666666667,2.88286141732284
"1394",2023-03-02,"West End",4,6,66.6666666666667,1.21039195450132
"1395",2023-03-03,"Carrolls Bay",1,6,16.6666666666667,0.593044444444444
"1396",2023-03-03,"East End",1,6,16.6666666666667,5.94664285714286
"1397",2023-03-03,"North shore",1,6,16.6666666666667,2.86456190476191
"1398",2023-03-03,"West End",3,6,50,1.79038569508758
"1399",2023-03-04,"Carrolls Bay",1,6,16.6666666666667,0.410893333333333
"1400",2023-03-04,"East End",1,6,16.6666666666667,4.72562168674699
"1401",2023-03-04,"North shore",1,6,16.6666666666667,2.78681349693252
"1402",2023-03-04,"West End",3,6,50,1.41606227824463
"1403",2023-03-05,"East End",1,6,16.6666666666667,4.96067182662539
"1404",2023-03-05,"North shore",1,6,16.6666666666667,2.93018393574297
"1405",2023-03-05,"West End",4,6,66.6666666666667,1.34432808972284
"1406",2023-03-06,"Carrolls Bay",1,6,16.6666666666667,0.507
"1407",2023-03-06,"North shore",2,6,33.3333333333333,3.54360789523303
"1408",2023-03-06,"West End",3,6,50,1.55539858386788
"1409",2023-03-07,"East End",1,6,16.6666666666667,3.98950181818182
"1410",2023-03-07,"North shore",1,6,16.6666666666667,2.8766512
"1411",2023-03-07,"West End",4,6,66.6666666666667,1.36615383532723
"1412",2023-03-08,"East End",1,6,16.6666666666667,4.43607042253521
"1413",2023-03-08,"North shore",1,6,16.6666666666667,2.73781365853659
"1414",2023-03-08,"West End",4,6,66.6666666666667,1.51709928949926
"1415",2023-03-09,"East End",1,6,16.6666666666667,3.62598256410256
"1416",2023-03-09,"North shore",1,6,16.6666666666667,2.05746717557252
"1417",2023-03-09,"West End",4,6,66.6666666666667,1.61179148691632
"1418",2023-03-10,"North shore",2,6,33.3333333333333,2.14901269857796
"1419",2023-03-10,"West End",4,6,66.6666666666667,1.57718027821033
"1420",2023-03-11,"North shore",2,6,33.3333333333333,4.02221988864902
"1421",2023-03-11,"West End",4,6,66.6666666666667,1.60797594891488
"1422",2023-03-12,"North shore",2,6,33.3333333333333,4.10667973920734
"1423",2023-03-12,"West End",4,6,66.6666666666667,1.7182084425327
"1424",2023-03-13,"North shore",2,6,33.3333333333333,4.22151463725789
"1425",2023-03-13,"West End",4,6,66.6666666666667,1.69858574597765
"1426",2023-03-14,"North shore",2,6,33.3333333333333,4.10534249124904
"1427",2023-03-14,"West End",4,6,66.6666666666667,1.637556436819
"1428",2023-03-15,"North shore",1,6,16.6666666666667,2.11043732057416
"1429",2023-03-15,"West End",5,6,83.3333333333333,2.52656524855955
"1430",2023-03-16,"North shore",1,6,16.6666666666667,2.18432612612613
"1431",2023-03-16,"West End",5,6,83.3333333333333,2.58950029400844
"1432",2023-03-17,"Carrolls Bay",3,6,50,1.55437219739702
"1433",2023-03-17,"North shore",1,6,16.6666666666667,2.29475251798561
"1434",2023-03-17,"West End",2,6,33.3333333333333,1.6803322537112
"1435",2023-03-18,"Carrolls Bay",1,6,16.6666666666667,2.73487586206897
"1436",2023-03-18,"North shore",1,6,16.6666666666667,2.198208815427
"1437",2023-03-18,"West End",4,6,66.6666666666667,1.45897849457995
"1438",2023-03-19,"Carrolls Bay",1,6,16.6666666666667,3.02999016393443
"1439",2023-03-19,"North shore",1,6,16.6666666666667,2.15900792079208
"1440",2023-03-19,"West End",4,6,66.6666666666667,1.72130320790321
"1441",2023-03-20,"Carrolls Bay",1,6,16.6666666666667,2.95447091633466
"1442",2023-03-20,"North shore",1,6,16.6666666666667,2.20729701897019
"1443",2023-03-20,"West End",4,6,66.6666666666667,1.56040999412111
"1444",2023-03-21,"Carrolls Bay",1,6,16.6666666666667,2.50166801007557
"1445",2023-03-21,"North shore",1,6,16.6666666666667,2.0626110403397
"1446",2023-03-21,"West End",4,6,66.6666666666667,1.58621048495115
"1447",2023-03-22,"Carrolls Bay",4,6,66.6666666666667,1.15060150423579
"1448",2023-03-22,"North shore",1,6,16.6666666666667,1.17505281173594
"1449",2023-03-22,"West End",1,6,16.6666666666667,3.04266955363091
"1450",2023-03-23,"Carrolls Bay",1,6,16.6666666666667,0.4134
"1451",2023-03-23,"North shore",1,6,16.6666666666667,2.08395120274914
"1452",2023-03-23,"West End",4,6,66.6666666666667,1.33888450457301
"1453",2023-03-24,"West End",6,6,100,1.48431075310401
"1454",2023-03-25,"Carrolls Bay",2,6,33.3333333333333,0.471053333333333
"1455",2023-03-25,"West End",4,6,66.6666666666667,1.79177735713089
"1456",2023-03-26,"Carrolls Bay",1,6,16.6666666666667,0.3006
"1457",2023-03-26,"West End",5,6,83.3333333333333,1.29727011370388
"1458",2023-03-27,"Carrolls Bay",1,6,16.6666666666667,0.1314
"1459",2023-03-27,"West End",5,6,83.3333333333333,0.84206623255814
"1460",2023-03-28,"Carrolls Bay",1,6,16.6666666666667,0.40165
"1461",2023-03-28,"West End",5,6,83.3333333333333,1.09295571176906
"1462",2023-03-29,"West End",6,6,100,0.937211331268261
"1463",2023-03-30,"West End",6,6,100,1.18342116767338
"1464",2023-03-31,"West End",6,6,100,1.18914654573902
"1465",2023-04-01,"Carrolls Bay",1,6,16.6666666666667,0.547685714285714
"1466",2023-04-01,"West End",5,6,83.3333333333333,1.08611675220745
"1467",2023-04-02,"West End",6,6,100,1.24142267222427
"1468",2023-04-03,"Carrolls Bay",2,6,33.3333333333333,0.533606060606061
"1469",2023-04-03,"West End",4,6,66.6666666666667,1.14960799324858
"1470",2023-04-04,"Carrolls Bay",5,6,83.3333333333333,0.400360639819587
"1471",2023-04-04,"West End",1,6,16.6666666666667,NA
"1472",2023-04-05,"Carrolls Bay",4,6,66.6666666666667,0.576864288368636
"1473",2023-04-05,"West End",2,6,33.3333333333333,1.0720962962963
"1474",2023-04-06,"Carrolls Bay",2,6,33.3333333333333,0.379455555555556
"1475",2023-04-06,"West End",4,6,66.6666666666667,1.36424265187735
"1476",2023-04-07,"Carrolls Bay",2,6,33.3333333333333,0.65231542774982
"1477",2023-04-07,"West End",4,6,66.6666666666667,1.30096141224016
"1478",2023-04-08,"Carrolls Bay",3,6,50,0.630331003768414
"1479",2023-04-08,"West End",3,6,50,1.2520698989899
"1480",2023-04-09,"Carrolls Bay",5,6,83.3333333333333,0.854962440087146
"1481",2023-04-09,"West End",1,6,16.6666666666667,1.06262666666667
"1482",2023-04-10,"Carrolls Bay",5,6,83.3333333333333,0.659659015927518
"1483",2023-04-10,"West End",1,6,16.6666666666667,3.1582
"1484",2023-04-11,"Carrolls Bay",5,6,83.3333333333333,0.528177675873676
"1485",2023-04-11,"West End",1,6,16.6666666666667,1.25486206896552
"1486",2023-04-12,"Carrolls Bay",6,6,100,0.76686525030525
"1487",2023-04-13,"Carrolls Bay",6,6,100,0.946507918288101
"1488",2023-04-14,"Carrolls Bay",6,6,100,0.485496451096585
"1489",2023-04-15,"Carrolls Bay",6,6,100,0.642918449993475
"1490",2023-04-16,"Carrolls Bay",6,6,100,0.678273567004676
"1491",2023-04-17,"Carrolls Bay",5,6,83.3333333333333,0.64237045045045
"1492",2023-04-17,"West End",1,6,16.6666666666667,1.30326666666667
"1493",2023-04-18,"Carrolls Bay",2,6,33.3333333333333,NA
"1494",2023-04-18,"West End",4,6,66.6666666666667,1.11958716356108
"1495",2023-04-19,"West End",6,6,100,1.20435105796888
"1496",2023-04-20,"Carrolls Bay",3,6,50,0.680215060510982
"1497",2023-04-20,"West End",3,6,50,1.55990998678706
"1498",2023-04-21,"Carrolls Bay",1,6,16.6666666666667,0.7236
"1499",2023-04-21,"West End",5,6,83.3333333333333,1.46031529750086
"1500",2023-04-22,"Carrolls Bay",3,6,50,0.45670962962963
"1501",2023-04-22,"Grindstone",1,6,16.6666666666667,0.36499
"1502",2023-04-22,"West End",2,6,33.3333333333333,0.7894
"1503",2023-04-23,"Carrolls Bay",1,6,16.6666666666667,0.669763636363636
"1504",2023-04-23,"Grindstone",1,6,16.6666666666667,0.646584549356223
"1505",2023-04-23,"West End",4,6,66.6666666666667,0.965641596085074
"1506",2023-04-24,"Carrolls Bay",2,6,33.3333333333333,0.820606477732793
"1507",2023-04-24,"West End",4,6,66.6666666666667,1.5480988452415
"1508",2023-04-25,"West End",6,6,100,1.58626121747948
"1509",2023-04-26,"Carrolls Bay",1,6,16.6666666666667,0.705284536082474
"1510",2023-04-26,"West End",5,6,83.3333333333333,1.67053521567225
"1511",2023-04-27,"West End",6,6,100,1.69009420362104
"1512",2023-04-28,"West End",6,6,100,2.73475464029025
"1513",2023-04-29,"West End",6,6,100,2.40462309838494
"1514",2023-04-30,"Carrolls Bay",1,6,16.6666666666667,0.710022222222222
"1515",2023-04-30,"West End",5,6,83.3333333333333,1.17208942380892
"1516",2023-05-01,"Carrolls Bay",1,6,16.6666666666667,2.3063344
"1517",2023-05-01,"West End",5,6,83.3333333333333,1.62437030017614
"1518",2023-05-02,"Cootes Paradise",1,7,14.2857142857143,0.1502
"1519",2023-05-02,"West End",6,7,85.7142857142857,3.07060876240398
"1520",2023-05-03,"Cootes Paradise",1,7,14.2857142857143,NA
"1521",2023-05-03,"West End",6,7,85.7142857142857,3.51364981981367
"1522",2023-05-04,"Carrolls Bay",2,9,22.2222222222222,1.60616484662577
"1523",2023-05-04,"Cootes Paradise",1,9,11.1111111111111,NA
"1524",2023-05-04,"West End",6,9,66.6666666666667,5.56671329111753
"1525",2023-05-05,"Carrolls Bay",2,9,22.2222222222222,1.20108704925915
"1526",2023-05-05,"Cootes Paradise",1,9,11.1111111111111,NA
"1527",2023-05-05,"West End",6,9,66.6666666666667,4.82960667789908
"1528",2023-05-06,"Carrolls Bay",3,9,33.3333333333333,1.5636081871345
"1529",2023-05-06,"Cootes Paradise",1,9,11.1111111111111,NA
"1530",2023-05-06,"Grindstone",2,9,22.2222222222222,0.777426138978371
"1531",2023-05-06,"West End",3,9,33.3333333333333,6.35166639580428
"1532",2023-05-07,"Carrolls Bay",4,10,40,2.93771636343217
"1533",2023-05-07,"Cootes Paradise",1,10,10,NA
"1534",2023-05-07,"Grindstone",3,10,30,2.67251551476727
"1535",2023-05-07,"West End",2,10,20,7.48286606862184
"1536",2023-05-08,"Carrolls Bay",2,10,20,4.72034031797799
"1537",2023-05-08,"Cootes Paradise",1,10,10,NA
"1538",2023-05-08,"Grindstone",3,10,30,2.75773167149268
"1539",2023-05-08,"West End",4,10,40,4.1297149669831
"1540",2023-05-09,"Carrolls Bay",5,10,50,5.39231684848485
"1541",2023-05-09,"Cootes Paradise",1,10,10,NA
"1542",2023-05-09,"Grindstone",3,10,30,2.51063531950415
"1543",2023-05-09,"West End",1,10,10,3.21612
"1544",2023-05-10,"Carrolls Bay",5,10,50,0.89103027836837
"1545",2023-05-10,"Cootes Paradise",1,10,10,NA
"1546",2023-05-10,"Grindstone",2,10,20,4.47089641682226
"1547",2023-05-10,"West End",2,10,20,1.04783908275174
"1548",2023-05-11,"Carrolls Bay",7,10,70,0.797442641600258
"1549",2023-05-11,"Cootes Paradise",1,10,10,NA
"1550",2023-05-11,"Grindstone",2,10,20,4.55116113624937
"1551",2023-05-12,"Carrolls Bay",6,10,60,0.486190468790469
"1552",2023-05-12,"Cootes Paradise",1,10,10,NA
"1553",2023-05-12,"Grindstone",2,10,20,5.0103304197445
"1554",2023-05-12,"West End",1,10,10,7.26622619047619
"1555",2023-05-13,"Carrolls Bay",4,10,40,0.482945480407093
"1556",2023-05-13,"Cootes Paradise",1,10,10,NA
"1557",2023-05-13,"Grindstone",3,10,30,6.88692727272727
"1558",2023-05-13,"West End",2,10,20,0.580890909090909
"1559",2023-05-14,"Cootes Paradise",1,10,10,NA
"1560",2023-05-14,"Grindstone",4,10,40,5.18763276972755
"1561",2023-05-14,"West End",5,10,50,2.06671023894099
"1562",2023-05-15,"Carrolls Bay",2,10,20,0.790163720462544
"1563",2023-05-15,"Cootes Paradise",1,10,10,NA
"1564",2023-05-15,"Grindstone",4,10,40,4.836290025373
"1565",2023-05-15,"West End",3,10,30,1.60406666666667
"1566",2023-05-16,"Carrolls Bay",4,10,40,0.575906778711485
"1567",2023-05-16,"Cootes Paradise",1,10,10,NA
"1568",2023-05-16,"Grindstone",4,10,40,4.7536314134463
"1569",2023-05-16,"West End",1,10,10,NA
"1570",2023-05-17,"Carrolls Bay",3,10,30,0.67599009465457
"1571",2023-05-17,"Cootes Paradise",1,10,10,NA
"1572",2023-05-17,"Grindstone",4,10,40,4.52226118210032
"1573",2023-05-17,"West End",2,10,20,1.57432248803828
"1574",2023-05-18,"Cootes Paradise",1,10,10,NA
"1575",2023-05-18,"Grindstone",4,10,40,4.40572615596699
"1576",2023-05-18,"West End",5,10,50,2.57652051715672
"1577",2023-05-19,"Cootes Paradise",1,10,10,NA
"1578",2023-05-19,"Grindstone",4,10,40,4.19192414903826
"1579",2023-05-19,"West End",5,10,50,2.32613697894829
"1580",2023-05-20,"Carrolls Bay",4,10,40,0.857433643180269
"1581",2023-05-20,"Cootes Paradise",1,10,10,NA
"1582",2023-05-20,"Grindstone",3,10,30,5.97784135484629
"1583",2023-05-20,"West End",2,10,20,1.25390461538462
"1584",2023-05-21,"Carrolls Bay",5,10,50,0.660331545838128
"1585",2023-05-21,"Cootes Paradise",1,10,10,NA
"1586",2023-05-21,"Grindstone",3,10,30,8.49810141514939
"1587",2023-05-21,"West End",1,10,10,NA
"1588",2023-05-22,"Carrolls Bay",2,10,20,0.818127272727273
"1589",2023-05-22,"Cootes Paradise",1,10,10,NA
"1590",2023-05-22,"Grindstone",3,10,30,8.95773001759495
"1591",2023-05-22,"West End",4,10,40,1.21653250762943
"1592",2023-05-23,"Carrolls Bay",3,10,30,3.69250500533949
"1593",2023-05-23,"Cootes Paradise",1,10,10,NA
"1594",2023-05-23,"Grindstone",2,10,20,9.24807738095238
"1595",2023-05-23,"West End",4,10,40,1.7848399001017
"1596",2023-05-24,"Bayfront area",1,10,10,1.31033090909091
"1597",2023-05-24,"Carrolls Bay",3,10,30,0.918589743589744
"1598",2023-05-24,"Cootes Paradise",1,10,10,NA
"1599",2023-05-24,"Grindstone",2,10,20,4.82741874097861
"1600",2023-05-24,"West End",3,10,30,3.62828277560173
"1601",2023-05-25,"Bayfront area",2,10,20,5.54909326438611
"1602",2023-05-25,"Carrolls Bay",2,10,20,1.14248402366864
"1603",2023-05-25,"Cootes Paradise",1,10,10,NA
"1604",2023-05-25,"Grindstone",2,10,20,4.66729502490065
"1605",2023-05-25,"West End",3,10,30,2.31048421407111
"1606",2023-05-26,"Bayfront area",1,10,10,1.84846666666667
"1607",2023-05-26,"Carrolls Bay",2,10,20,0.86373893129771
"1608",2023-05-26,"Cootes Paradise",1,10,10,NA
"1609",2023-05-26,"Grindstone",1,10,10,9.10726514657981
"1610",2023-05-26,"West End",5,10,50,3.06588344067082
"1611",2023-05-27,"Bayfront area",1,10,10,1.73319797979798
"1612",2023-05-27,"Carrolls Bay",3,10,30,0.915289832689833
"1613",2023-05-27,"Cootes Paradise",1,10,10,NA
"1614",2023-05-27,"Grindstone",1,10,10,9.67043074534162
"1615",2023-05-27,"West End",4,10,40,3.15263128295978
"1616",2023-05-28,"Bayfront area",2,10,20,5.63350341486234
"1617",2023-05-28,"Carrolls Bay",2,10,20,0.697007434944238
"1618",2023-05-28,"Cootes Paradise",1,10,10,NA
"1619",2023-05-28,"Grindstone",1,10,10,10.3312014450867
"1620",2023-05-28,"West End",4,10,40,0.781151458036506
"1621",2023-05-29,"Bayfront area",1,10,10,1.77269696969697
"1622",2023-05-29,"Carrolls Bay",5,10,50,3.29182423450632
"1623",2023-05-29,"Cootes Paradise",1,10,10,NA
"1624",2023-05-29,"Grindstone",1,10,10,10.9457550561798
"1625",2023-05-29,"West End",2,10,20,0.981341117281479
"1626",2023-05-30,"Bayfront area",1,10,10,2.09699254658385
"1627",2023-05-30,"Carrolls Bay",5,10,50,0.731461581805241
"1628",2023-05-30,"Cootes Paradise",1,10,10,NA
"1629",2023-05-30,"Grindstone",1,10,10,10.9117036809816
"1630",2023-05-30,"West End",2,10,20,6.46575508474576
"1631",2023-05-31,"Bayfront area",1,10,10,1.47219420289855
"1632",2023-05-31,"Carrolls Bay",4,10,40,0.764484051341612
"1633",2023-05-31,"Cootes Paradise",1,10,10,NA
"1634",2023-05-31,"Grindstone",1,10,10,11.3285459558824
"1635",2023-05-31,"West End",3,10,30,4.18353857976278
"1636",2023-06-01,"Bayfront area",2,10,20,0.692202106624781
"1637",2023-06-01,"Carrolls Bay",3,10,30,0.56618627787307
"1638",2023-06-01,"Cootes Paradise",1,10,10,NA
"1639",2023-06-01,"Grindstone",1,10,10,11.9772291666667
"1640",2023-06-01,"West End",3,10,30,4.67251286145786
"1641",2023-06-02,"Bayfront area",2,9,22.2222222222222,0.65609
"1642",2023-06-02,"Carrolls Bay",1,9,11.1111111111111,NA
"1643",2023-06-02,"Cootes Paradise",1,9,11.1111111111111,NA
"1644",2023-06-02,"Grindstone",1,9,11.1111111111111,12.0615869198312
"1645",2023-06-02,"West End",4,9,44.4444444444444,4.23281427708765
"1646",2023-06-03,"Bayfront area",2,9,22.2222222222222,1.48364788296707
"1647",2023-06-03,"Carrolls Bay",2,9,22.2222222222222,0.772983098591549
"1648",2023-06-03,"Cootes Paradise",1,9,11.1111111111111,NA
"1649",2023-06-03,"Grindstone",1,9,11.1111111111111,13.1426945205479
"1650",2023-06-03,"West End",3,9,33.3333333333333,4.90201258621406
"1651",2023-06-04,"Bayfront area",2,9,22.2222222222222,1.78445714285714
"1652",2023-06-04,"Carrolls Bay",1,9,11.1111111111111,NA
"1653",2023-06-04,"Cootes Paradise",1,9,11.1111111111111,NA
"1654",2023-06-04,"Grindstone",1,9,11.1111111111111,12.1070947890819
"1655",2023-06-04,"North shore",1,9,11.1111111111111,1.3346
"1656",2023-06-04,"West End",3,9,33.3333333333333,5.70767084138499
"1657",2023-06-05,"Bayfront area",2,9,22.2222222222222,1.63216308539945
"1658",2023-06-05,"Carrolls Bay",2,9,22.2222222222222,10.4903764705882
"1659",2023-06-05,"Cootes Paradise",1,9,11.1111111111111,NA
"1660",2023-06-05,"Grindstone",1,9,11.1111111111111,11.5181750656168
"1661",2023-06-05,"West End",3,9,33.3333333333333,1.53734947637292
"1662",2023-06-06,"Bayfront area",2,9,22.2222222222222,1.29345692307692
"1663",2023-06-06,"Carrolls Bay",2,9,22.2222222222222,11.7642489795918
"1664",2023-06-06,"Cootes Paradise",1,9,11.1111111111111,NA
